,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price_scaled
3718,Tata Tigor 1.2 Revotron XZ Option,2017,600000,40000,Petrol,Individual,Manual,Second Owner,20.3,1199.0,84.0,5.0,13.304686600863562
3719,Tata Tigor 1.2 Revotron XZ,2018,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,13.190023895035274
3720,Tata Tigor 1.2 Revotron XZ,2018,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,13.038981768465277
3721,Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,13.161586013632684
3722,Tata Tigor 1.2 Revotron XT,2018,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,12.899222326086994
3723,Tata Sumo Gold EX,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,13.45883704259595
3724,Tata Sumo Gold EX,2014,350000,101200,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,12.765691290604371
3725,Tata Sumo Gold GX,2013,310000,145000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,12.644330802262578
3726,Tata Sumo Gold GX,2013,350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,12.765691290604371
3727,Tata Sumo Gold EX,2015,434999,80000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,12.983101310070822
3728,Tata Sumo Gold EX,2014,275000,300000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,12.524530013005734
3729,Tata Tiago 1.2 Revotron XZA,2019,550000,30000,Petrol,Individual,Automatic,First Owner,23.84,1199.0,83.83,5.0,13.217675375388819
3730,Tata Tiago 1.2 Revotron XZA,2019,525000,9200,Petrol,Individual,Automatic,First Owner,23.84,1199.0,83.83,5.0,13.171155446333852
3731,Tata Tiago 2019-2020 XZ,2020,500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,13.122365377402328
3732,Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,13.017005083966255
3734,Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0,13.217675375388819
3735,Tata Tiago NRG Petrol,2018,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0,13.151924121391561
3736,Tata Tiago NRG Petrol AMT,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199.0,83.81,5.0,13.161586013632684
3737,Tata Tigor 2017-2020 XZ,2018,500000,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,13.122365377402328
3738,Tata Tigor 2017-2020 XZ Plus,2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,13.304686600863562
3739,Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,13.180634172318978
3740,Tata Tigor 2017-2020 XZ Plus,2019,650000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,13.384729180332174
3741,Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,First Owner,15.3,2956.0,83.8,9.0,13.005831808336863
3742,Tata Sumo CX,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,12.43320821811392
3743,Tata Sumo CX,2012,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,7.0,12.676079399771027
3744,Tata Sumo GX,2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,12.429220196836383
3746,Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,7.0,13.710151153416941
3747,Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,50000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8.0,13.592368256649284
3748,Renault Lodgy 85PS RxE 7 Seater,2015,415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,12.936036208848487
3749,Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8.0,13.304686600863562
3750,Renault Lodgy 85PS RxE 7 Seater,2017,690000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,13.444448325847754
3751,Renault Lodgy 85PS RxE 7 Seater,2017,695000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,13.451668563394815
3752,Renault Lodgy 85PS RxL,2017,695000,34000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,8.0,13.451668563394815
3754,Renault Lodgy 85PS RxZ,2015,690000,80000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8.0,13.444448325847754
3755,Renault Lodgy 85PS Std,2016,620000,7000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,8.0,13.3374763699232
3756,Renault Duster 85PS Diesel RxL Optional,2013,585000,80000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,13.279368835614243
3757,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,13.102162710901053
3758,Renault Duster 85PS Diesel RxL Optional,2013,550000,100600,Diesel,Individual,Manual,Third Owner,20.46,1461.0,83.8,5.0,13.217675375388819
3759,Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,13.208542908506082
3760,Renault Duster 85PS Diesel RxL Optional,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,12.899222326086994
3761,Renault Duster 85PS Diesel RxL Optional,2013,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,12.899222326086994
3762,Renault Duster 85PS Diesel RxL Optional,2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,13.07107218827772
3763,Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,12.899222326086994
3764,Nissan Terrano XL 85 PS,2014,400000,70000,Diesel,Individual,Manual,Third Owner,20.45,1461.0,83.8,5.0,12.899222326086994
3765,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,13.25339339419516
3766,Nissan Terrano XL Plus 85 PS,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.270785106659046
3767,Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.064736383209516
3768,Nissan Terrano XL 85 PS,2015,480000,60000,Diesel,Individual,Manual,Third Owner,20.45,1461.0,83.8,5.0,13.081543466215237
3769,Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,13.45883704259595
3770,Nissan Terrano XE 85 PS,2016,750000,35000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.527829818844937
3771,Nissan Terrano XL 85 PS,2015,800000,35000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.592368256649284
3772,Renault Duster 85PS Diesel RxE Adventure,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,13.304686600863562
3773,Renault Duster 85PS Diesel RxL,2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.081543466215237
3774,Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,13.3374763699232
3775,Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,13.217675375388819
3776,Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,20.45,1461.0,83.8,5.0,12.959846800844963
3777,Renault Duster 85PS Diesel RxL,2015,550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.217675375388819
3778,Nissan Terrano XL Plus 85 PS,2014,490000,90000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,13.102162710901053
3779,Nissan Terrano XL 85 PS,2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.815511557963774
3780,Renault Duster 85PS Diesel RxE,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.122365377402328
3781,Renault Duster 85PS Diesel RxE,2014,520000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.161586013632684
3783,Nissan Terrano XL 85 PS,2014,450000,82000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,13.017005083966255
3784,Nissan Terrano XL Plus 85 PS,2013,509999,170000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,13.142166004700508
3785,Renault Duster 85PS Diesel RxL Plus,2013,325000,100000,Diesel,Individual,Manual,Third Owner,20.45,1461.0,83.8,5.0,12.691583538230217
3786,Renault Duster 85PS Diesel RxL,2016,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.190023895035274
3787,Renault Duster 85PS Diesel RxE,2017,650000,120000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.384729180332174
3788,Renault Duster 85PS Diesel RxE,2016,515000,40000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.151924121391561
3789,Renault Duster 85PS Diesel RxL,2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,13.091904169919621
3790,Renault Duster 85PS Diesel RxL Explore,2016,645000,120000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.377007146164305
3791,Renault Duster 85PS Diesel RxZ,2014,425000,69000,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,12.959846800844963
3792,Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,13.527829818844937
3793,Renault Duster 85PS Diesel RxS,2017,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.617059619240436
3794,Renault Duster 85PS Diesel STD,2017,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.26212705890841
3795,Renault Duster 85PS Diesel RxL Option,2012,450000,80000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,13.017005083966255
3797,Renault Duster 85PS Diesel RxE,2016,600000,90000,Diesel,Individual,Manual,Second Owner,19.87,1461.0,83.8,5.0,13.304686600863562
3799,Nissan Terrano XL D Option,2016,495000,56832,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.14,5.0,13.112315061750808
3800,Nissan Terrano XL D Option,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,13.652992804936396
3801,Nissan Terrano XL D Option,2018,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,13.641158361294979
3802,Maruti Swift Dzire VXI,2017,595000,40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.296318365198623
3803,Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,13.038981768465277
3804,Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.217675375388819
3805,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.171155446333852
3806,Maruti Swift Dzire VXI,2017,525000,70000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.171155446333852
3807,Maruti Swift Dzire VXI,2015,511000,30000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.144126826131089
3808,Maruti Swift Dzire VXI,2016,500000,30000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.122365377402328
3809,Maruti Swift Dzire LXI,2015,434999,25000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,12.983101310070822
3810,Maruti Swift Dzire ZXI,2017,650000,70000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.384729180332174
3811,Maruti Swift Dzire VXI,2017,500000,43000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.122365377402328
3812,Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,13.151924121391561
3813,Maruti Swift Dzire VXI,2015,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.217675375388819
3814,Maruti Swift Dzire ZXI,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.304686600863562
3815,Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.038981768465277
3817,Maruti Swift Dzire VXI,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,13.260386417460465
3818,Maruti Swift Dzire VXI,2015,450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.017005083966255
3819,Maruti Swift Dzire VXI,2016,488000,80000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,13.098072734013513
3820,Maruti Swift Dzire VXI Optional,2016,550000,37000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.217675375388819
3821,Maruti Swift Dzire ZXI,2016,620000,36000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.3374763699232
3822,Maruti Swift Dzire LXI,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.081543466215237
3823,Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.122365377402328
3824,Maruti Swift Dzire VXI,2015,540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,13.199326270390594
3825,Maruti Swift Dzire VXI,2015,500000,117000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,13.122365377402328
3826,Maruti Swift Dzire VXi AT,2018,675000,23300,Petrol,Dealer,Automatic,First Owner,18.5,1197.0,83.14,5.0,13.42246945133505
3827,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,12.765691290604371
3828,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,12.983101310070822
3830,Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,12.899222326086994
3831,Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,13.017005083966255
3832,Maruti Swift LXI Optional-O,2015,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,12.948012371209098
3833,Tata Sumo SE,2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7.0,11.472113887062386
3834,Maruti Baleno Delta 1.2,2016,575000,45000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.26212705890841
3835,Maruti Baleno Delta 1.2,2019,650000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.384729180332174
3836,Maruti Baleno Zeta 1.2,2018,610000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.321215875492413
3837,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.629182184591333
3838,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.384729180332174
3839,Maruti Baleno Alpha 1.2,2016,660000,60000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.399996629152975
3840,Maruti Baleno Zeta Automatic,2019,675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.42246945133505
3841,Maruti Baleno Zeta 1.2,2018,625000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.345508528717259
3842,Maruti Baleno Delta 1.2,2018,575000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.26212705890841
3843,Maruti Baleno Delta 1.2,2018,560000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.235693848424024
3844,Maruti Baleno Delta 1.2,2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,13.180634172318978
3845,Maruti Baleno Delta 1.2,2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.217675375388819
3846,Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.217675375388819
3847,Maruti Baleno Delta 1.2,2017,570000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.25339339419516
3848,Maruti Baleno Alpha 1.2,2018,700000,13000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.45883704259595
3849,Maruti Baleno Zeta Automatic,2019,660000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.399996629152975
3850,Maruti Baleno Delta 1.2,2016,562000,25339,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.239258908233676
3851,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.151924121391561
3852,Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.437175577097312
3853,Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Dealer,Manual,First Owner,21.4,1197.0,83.1,5.0,13.279368835614243
3854,Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.217675375388819
3855,Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,13.45883704259595
3856,Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.51440681653079
3858,Maruti Baleno Zeta 1.2,2017,630000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.353476685668044
3859,Maruti Baleno Zeta 1.2,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.345508528717259
3860,Maruti Baleno Sigma 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.122365377402328
3861,Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.345508528717259
3862,Maruti Baleno Alpha Automatic,2018,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.592368256649284
3863,Maruti Baleno Sigma 1.2,2017,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.180634172318978
3864,Maruti Baleno Delta Automatic,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.304686600863562
3865,Maruti Baleno Delta 1.2,2016,480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.081543466215237
3866,Maruti Baleno Delta 1.2,2019,579000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.269059483669357
3867,Maruti Baleno Alpha 1.2,2019,711000,5000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.47442911525415
3868,Maruti Baleno Delta 1.2,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,21.4,1197.0,83.1,5.0,13.304686600863562
3871,Maruti Baleno Alpha 1.2,2017,580000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.270785106659046
3872,Maruti Baleno Alpha 1.2,2015,650000,50000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.384729180332174
3874,Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.560619598657233
3875,Maruti Baleno Alpha 1.2,2016,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,13.384729180332174
3876,Maruti Baleno Delta 1.2,2017,550000,46000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,13.217675375388819
3877,Maruti Baleno Zeta Automatic,2017,745000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,13.521140839642674
3878,Mahindra Bolero 2011-2019 Camper,2006,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7.0,12.04355959836804
3879,Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,11.082157933374816
3880,Hyundai Getz GLX,2007,120000,110000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,11.695255355062795
3881,Hyundai Getz GLS,2005,65000,85000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,11.082157933374816
3882,Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341.0,83.0,5.0,11.461642696843066
3883,Hyundai Getz GLE,2006,90000,100000,Petrol,Individual,Manual,Third Owner,15.3,1341.0,83.0,5.0,11.407576060361786
3884,Hyundai Getz GLE,2006,81000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341.0,83.0,5.0,11.302216779257382
3885,Hyundai Getz GLS,2005,130000,50000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,11.775297421715827
3886,Hyundai Getz GLS,2005,150000,89000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,11.918397239722838
3887,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,11.608244735642321
3888,Hyundai i20 Magna Optional 1.2,2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5.0,12.847929163278053
3889,Hyundai i20 Asta Optional with Sunroof 1.2,2013,525000,61500,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5.0,13.171155446333852
3890,Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.834683971615659
3891,Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12.676079399771027
3892,Hyundai i20 Magna,2014,330000,30000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12.706850963741102
3893,Hyundai i20 Sportz 1.2,2013,400000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.899222326086994
3894,Hyundai i20 Sportz 1.2,2013,340000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.73670383776449
3895,Hyundai i20 Sportz 1.2,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.611541086966115
3896,Hyundai i20 Asta 1.2,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.793862088206213
3897,Hyundai i20 Sportz 1.2,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12.899222326086994
3898,Hyundai i20 Magna,2013,350000,90000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12.765691290604371
3899,Hyundai i20 Magna,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.577639650232573
3900,Hyundai i20 Sportz 1.2,2014,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197.0,82.85,5.0,13.038981768465277
3902,Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5.0,13.030248088496522
3904,Hyundai i20 Asta 1.2,2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.821260987319457
3905,Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12.660331092405906
3906,Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.721888795877375
3907,Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12.75130259456002
3908,Hyundai i20 Magna,2013,380000,25000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.847929163278053
3909,Hyundai i20 Magna,2013,320000,110000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,12.676079399771027
3910,Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,12.611541086966115
3911,Chevrolet Sail Hatchback 1.2 LS,2014,300000,60175,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,12.611541086966115
3912,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.899222326086994
3913,Chevrolet Sail 1.2 LS,2015,220000,80000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.301387370778713
3914,Chevrolet Sail 1.2 LS ABS,2015,371000,40000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.82396003700373
3915,Chevrolet Sail 1.2 LT ABS,2014,330000,23000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.706850963741102
3916,Chevrolet Sail 1.2 LS ABS,2014,450000,13500,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,13.017005083966255
3917,Chevrolet Sail 1.2 LS ABS,2014,300000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.611541086966115
3918,Chevrolet Sail 1.2 LS ABS,2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.765691290604371
3919,Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.644330802262578
3921,Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,13.217675375388819
3923,Chevrolet Sail 1.2 LS,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,12.206077645517674
3924,Hyundai Accent VIVA CRDi,2004,170000,160000,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,5.0,12.04355959836804
3925,Hyundai Accent CRDi,2005,100000,100000,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,5.0,11.51293546492023
